IntDstIP,IntSrcIP,totalDestinationBytes,totalDestinationPackets,totalSourcesPackets,direction,totalSourceBytes,protocolName,sourcePort,destinationPort,label
3232236402,3232236144,256,4,4,1,256,1,52707,9071,0
3232236405,3232236144,256,4,4,1,256,1,52707,27356,0
3232236405,3232236144,64,1,1,1,64,1,52707,256,0
3232236402,3232236144,64,1,1,1,64,1,52707,1075,0
3232236402,3232236144,192,3,3,1,192,1,52707,3325,0
3232236289,3232236144,0,0,1,1,64,1,52707,256,0
3232236402,3232236144,64,1,1,1,64,1,52707,2040,0
3232236402,3232236144,128,2,2,1,128,1,52707,6543,0
3232236402,3232236144,320,5,5,1,320,1,52707,2001,0
3232236403,3232236144,320,5,5,1,320,1,52707,16113,0
3232236403,3232236144,192,3,3,1,192,1,52707,8600,0
3232236402,3232236144,256,4,4,1,256,1,52707,2135,0
3232236402,3232236144,192,3,3,1,192,1,52707,10004,0
3232236403,3232236144,192,3,3,1,192,1,52707,3367,0
3232236402,3232236144,64,1,1,1,64,1,52707,3306,0
3232236405,3232236144,192,3,3,1,192,1,52707,49152,0
3232236405,3232236144,256,4,4,1,256,1,52707,646,0
3232236403,3232236144,256,4,4,1,256,1,52707,49165,0
3232236405,3232236144,256,4,4,1,256,1,52707,65389,0
3232236403,3232236144,256,4,4,1,256,1,52707,55055,0
3232236403,3232236144,192,3,3,1,192,1,52707,15004,0
3232236405,3232236144,64,1,1,1,64,1,52707,1149,0
3232236405,3232236144,256,4,4,1,256,1,52707,10616,0
3232236405,3232236144,192,3,3,1,192,1,52707,406,0
3232236405,3232236144,256,4,4,1,256,1,52707,1032,0
3232236289,3232236144,0,0,1,1,64,1,52707,1025,0
3232236402,3232236144,192,3,3,1,192,1,52707,5815,0
3232236403,3232236144,256,4,4,1,256,1,52707,7103,0
3232236403,3232236144,192,3,3,1,192,1,52707,49160,0
3232236405,3232236144,128,2,2,1,128,1,52707,1086,0
3232236403,3232236144,320,5,5,1,320,1,52707,9618,0
3232236405,3232236144,192,3,3,1,192,1,52707,3914,0
3232236405,3232236144,192,3,3,1,192,1,52707,3371,0
3232236403,3232236144,256,4,4,1,256,1,52707,1010,0
3232236405,3232236144,256,4,4,1,256,1,52707,38292,0
3232236402,3232236144,256,4,4,1,256,1,52707,667,0
3232236405,3232236144,128,2,2,1,128,1,52707,617,0
3232236402,3232236144,320,5,5,1,320,1,52707,1022,0
2211115860,3232236144,0,0,15,0,990,1,1562,5555,0
3232236289,3232236144,0,0,4,1,256,1,52707,20222,0
3232236402,3232236144,192,3,3,1,192,1,52707,2809,0
3232236405,3232236144,320,5,5,1,320,1,52707,2068,0
3232236405,3232236144,256,4,4,1,256,1,52707,3659,0
3232236405,3232236144,192,3,3,1,192,1,52707,4000,0
3232236403,3232236144,192,3,3,1,192,1,52707,1137,0
3232236403,3232236144,192,3,3,1,192,1,52707,3268,0
3232236403,3232236144,256,4,4,1,256,1,52707,6543,0
3232236403,3232236144,64,1,1,1,64,1,52707,2021,0
3232236145,3232236144,64,1,1,1,66,1,1905,4444,0
3232236405,3232236144,320,5,5,1,320,1,52707,10010,0
3232235877,3232236144,64,1,1,1,66,1,1967,4444,0
3232236403,3232236144,320,5,5,1,320,1,52707,888,0
3232236403,3232236144,256,4,4,1,256,1,52707,1718,0
3232236405,3232236144,256,4,4,1,256,1,52707,3889,0
3232236402,3232236144,320,5,5,1,320,1,52707,1108,0
3232236405,3232236144,320,5,5,1,320,1,52707,9090,0
3232236405,3232236144,320,5,5,1,320,1,52707,7937,0
3232236402,3232236144,320,5,5,1,320,1,52707,11967,0
3232236403,3232236144,192,3,3,1,192,1,52707,1935,0
3232236403,3232236144,192,3,3,1,192,1,52707,15000,0
3232236403,3232236144,192,3,3,1,192,1,52707,7443,0
3232236402,3232236144,192,3,3,1,192,1,52707,52822,0
3232236402,3232236144,64,1,1,1,64,1,52707,8888,0
3232236405,3232236144,128,2,2,1,128,1,52707,1130,0
3232236402,3232236144,128,2,2,1,128,1,52707,7002,0
3232236405,3232236144,192,3,3,1,192,1,52707,311,0
3232236405,3232236144,256,4,4,1,256,1,52707,1049,0
3232236403,3232236144,192,3,3,1,192,1,52707,1271,0
3232236403,3232236144,64,1,1,1,64,1,52707,6547,0
3232236402,3232236144,192,3,3,1,192,1,52707,8651,0
3232236138,3232236144,64,1,1,1,66,1,1956,4444,0
3232236405,3232236144,64,1,1,1,66,1,1944,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,8292,0
2211115860,3232236144,0,0,15,0,990,1,2680,5555,0
3232236402,3232236144,320,5,5,1,320,1,52707,30951,0
3232236405,3232236144,256,4,4,1,256,1,52707,5800,0
3232236403,3232236144,128,2,2,1,128,1,52707,9502,0
3232236405,3232236144,64,1,1,1,64,1,52707,2522,0
3232236402,3232236144,192,3,3,1,192,1,52707,8333,0
3232236138,3232236144,64,1,1,1,66,1,1957,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,49152,0
3232236405,3232236144,256,4,4,1,256,1,52707,7999,0
3232236402,3232236144,192,3,3,1,192,1,52707,7741,0
3232236402,3232236144,64,1,1,1,64,1,52707,1500,0
3232236405,3232236144,192,3,3,1,192,1,52707,3737,0
3232236402,3232236144,192,3,3,1,192,1,52707,1072,0
3232236403,3232236144,64,1,1,1,66,1,1920,4444,0
3232236402,3232236144,64,1,1,1,64,1,52707,8200,0
3232236402,3232236144,128,2,2,1,128,1,52707,1059,0
3232236402,3232236144,128,2,2,1,128,1,52707,340,0
3232236403,3232236144,128,2,2,1,128,1,52707,691,0
3232236405,3232236144,128,2,2,1,128,1,52707,1721,0
3232236405,3232236144,192,3,3,1,192,1,52707,3168,0
3232236403,3232236144,192,3,3,1,192,1,52707,8800,0
3232236402,3232236144,320,5,5,1,320,1,52707,2065,0
3232236402,3232236144,64,1,1,1,64,1,52707,4550,0
3232236405,3232236144,320,5,5,1,320,1,52707,8800,0
3232235877,3232236144,1382558,2507,2386,1,608766,1,1969,4444,0
3232236402,3232236144,192,3,3,1,192,1,52707,1021,0
3232236402,3232236144,192,3,3,1,192,1,52707,5960,0
3232236402,3232236144,192,3,3,1,192,1,52707,2323,0
3232236403,3232236144,320,5,5,1,320,1,52707,10009,0
3232236405,3232236144,256,4,4,1,256,1,52707,444,0
3232236405,3232236144,256,4,4,1,256,1,52707,2381,0
3232236402,3232236144,128,2,2,1,128,1,52707,10010,0
3232236402,3232236144,64,1,1,1,64,1,52707,3800,0
2211115860,3232236144,0,0,15,0,990,1,2030,5555,0
3232236405,3232236144,320,5,5,1,320,1,52707,5999,0
3232236403,3232236144,64,1,1,1,64,1,52707,20222,0
3232236289,3232236144,0,0,1,1,64,1,52707,8888,0
3232236405,3232236144,64,1,1,1,66,1,1944,4444,0
3232236405,3232236144,256,4,4,1,256,1,52707,3351,0
3232236403,3232236144,320,5,5,1,320,1,52707,2366,0
3232236402,3232236144,192,3,3,1,192,1,52707,44176,0
3232236405,3232236144,64,1,1,1,64,1,52707,1169,0
3232236402,3232236144,64,1,1,1,64,1,52707,6779,0
3232236403,3232236144,256,4,4,1,256,1,52707,6789,0
3232236405,3232236144,64,1,1,1,66,1,1941,4444,0
3232236403,3232236144,320,5,5,1,320,1,52707,2190,0
3232236405,3232236144,256,4,4,1,256,1,52707,6689,0
3232236402,3232236144,192,3,3,1,192,1,52707,6100,0
3232236405,3232236144,192,3,3,1,192,1,52707,30,0
3232236403,3232236144,256,4,4,1,256,1,52707,5822,0
3232236402,3232236144,128,2,2,1,128,1,52707,7512,0
3232236402,3232236144,256,4,4,1,256,1,52707,1111,0
3232236405,3232236144,256,4,4,1,256,1,52707,5214,0
3232236403,3232236144,256,4,4,1,256,1,52707,6123,0
3232236405,3232236144,64,1,1,1,66,1,1941,4444,0
3232236405,3232236144,128,2,2,1,128,1,52707,2301,0
3232236405,3232236144,256,4,4,1,256,1,52707,1166,0
3232236405,3232236144,64,1,2,1,128,1,52707,1025,0
3232236402,3232236144,256,4,4,1,256,1,52707,1217,0
3232236402,3232236144,192,3,3,1,192,1,52707,1218,0
3232236405,3232236144,256,4,4,1,256,1,52707,3372,0
3232236402,3232236144,256,4,4,1,256,1,52707,2043,0
3232236145,3232236144,64,1,1,1,66,1,1905,4444,0
3232236402,3232236144,320,5,5,1,320,1,52707,10002,0
3232236402,3232236144,192,3,3,1,192,1,52707,5915,0
3232236403,3232236144,64,1,1,1,64,1,52707,34572,0
2211115860,3232236144,0,0,15,0,990,1,1817,5555,0
3232236403,3232236144,192,3,3,1,192,1,52707,19315,0
3232236405,3232236144,256,4,4,1,256,1,52707,545,0
3232236405,3232236144,192,3,3,1,192,1,52707,9944,0
3232236402,3232236144,256,4,4,1,256,1,52707,9968,0
3232236402,3232236144,256,4,4,1,256,1,52707,1501,0
3232236402,3232236144,256,4,4,1,256,1,52707,1052,0
3232236402,3232236144,192,3,3,1,192,1,52707,1163,0
2211115860,3232236144,0,0,15,0,990,1,1856,5555,0
3232236402,3232236144,64,1,1,1,64,1,52707,616,0
3232236403,3232236144,192,3,3,1,192,1,52707,1086,0
3232236403,3232236144,192,3,3,1,192,1,52707,2126,0
3232236405,3232236144,64,1,1,1,66,1,1936,4444,0
3232236402,3232236144,192,3,3,1,192,1,52707,783,0
3232236405,3232236144,256,4,4,1,256,1,52707,1687,0
3232236402,3232236144,192,3,3,1,192,1,52707,2007,0
3232236405,3232236144,320,5,5,1,320,1,52707,9535,0
3232236405,3232236144,320,5,5,1,320,1,52707,901,0
3232236402,3232236144,192,3,3,1,192,1,52707,1094,0
3232236402,3232236144,64,1,1,1,64,1,52707,1259,0
3232236402,3232236144,256,4,4,1,256,1,52707,2022,0
3232236402,3232236144,320,5,5,1,320,1,52707,6112,0
3232236402,3232236144,128,2,2,1,128,1,52707,1113,0
3232236402,3232236144,256,4,4,1,256,1,52707,5962,0
3232236402,3232236144,128,2,2,1,128,1,52707,6692,0
3232236145,3232236144,64,1,1,1,66,1,1905,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,30,0
3232236405,3232236144,320,5,5,1,320,1,52707,15000,0
3232236405,3232236144,256,4,4,1,256,1,52707,19283,0
3232236402,3232236144,192,3,3,1,192,1,52707,1028,0
3232236403,3232236144,256,4,4,1,256,1,52707,19780,0
3232236403,3232236144,192,3,3,1,192,1,52707,9010,0
3232236405,3232236144,64,1,1,1,64,1,52707,5904,0
3232236405,3232236144,64,1,1,1,64,1,52707,3517,0
3232236403,3232236144,128,2,2,1,128,1,52707,50389,0
3232236405,3232236144,192,3,3,1,192,1,52707,2000,0
3232236402,3232236144,256,4,4,1,256,1,52707,16000,0
3232236405,3232236144,256,4,4,1,256,1,52707,4321,0
3232236405,3232236144,192,3,3,1,192,1,52707,2040,0
3232236403,3232236144,192,3,3,1,192,1,52707,1840,0
3232236403,3232236144,192,3,3,1,192,1,52707,1040,0
3232236403,3232236144,256,4,4,1,256,1,52707,901,0
3232236405,3232236144,64,1,1,1,64,1,52707,8888,0
3232236402,3232236144,320,5,5,1,320,1,52707,2033,0
3232236402,3232236144,128,2,2,1,128,1,52707,1216,0
3232236402,3232236144,192,3,3,1,192,1,52707,1023,0
2211115860,3232236144,0,0,15,0,990,1,3870,5555,0
3232236402,3232236144,192,3,3,1,192,1,52707,56737,0
3232236405,3232236144,256,4,4,1,256,1,52707,2126,0
3232236405,3232236144,256,4,4,1,256,1,52707,50006,0
3232236405,3232236144,256,4,4,1,256,1,52707,1041,0
3232236405,3232236144,192,3,3,1,192,1,52707,44176,0
3232236405,3232236144,192,3,3,1,192,1,52707,2809,0
3232236289,3232236144,0,0,336,1,21504,1,52707,3221,0
3232236403,3232236144,192,3,3,1,192,1,52707,1719,0
3232236402,3232236144,320,5,5,1,320,1,52707,1322,0
3232236403,3232236144,320,5,5,1,320,1,52707,2702,0
3232236405,3232236144,256,4,4,1,256,1,52707,8899,0
3232236403,3232236144,256,4,4,1,256,1,52707,7019,0
3232236402,3232236144,256,4,4,1,256,1,52707,1154,0
3232236405,3232236144,320,5,5,1,320,1,52707,1035,0
2211115860,3232236144,0,0,15,0,990,1,2058,5555,0
2211115860,3232236144,0,0,15,0,990,1,4558,5555,0
3232236403,3232236144,192,3,3,1,192,1,52707,4000,0
3232236403,3232236144,192,3,3,1,192,1,52707,50636,0
3232236403,3232236144,256,4,4,1,256,1,52707,10616,0
3232236403,3232236144,256,4,4,1,256,1,52707,497,0
3232236138,3232236144,64,1,1,1,66,1,1957,4444,0
3232236405,3232236144,64,1,1,1,66,1,1936,4444,0
3232236405,3232236144,320,5,5,1,320,1,52707,1236,0
3232236405,3232236144,64,1,1,1,66,1,1943,4444,0
3232236402,3232236144,192,3,3,1,192,1,52707,27356,0
3232236402,3232236144,256,4,4,1,256,1,52707,765,0
3232236402,3232236144,128,2,2,1,128,1,52707,9999,0
3232236402,3232236144,192,3,3,1,192,1,52707,668,0
3232236405,3232236144,192,3,3,1,192,1,52707,1301,0
3232236402,3232236144,320,5,5,1,320,1,52707,8084,0
3232236402,3232236144,192,3,3,1,192,1,52707,49154,0
3232235877,3232236144,64,1,1,1,66,1,1969,4444,0
3232236402,3232236144,128,2,2,1,128,1,52707,3221,0
3232236405,3232236144,128,2,2,1,128,1,52707,1971,0
3232236402,3232236144,192,3,3,1,192,1,52707,4111,0
3232236402,3232236144,128,2,3,1,192,1,52707,256,0
3232236402,3232236144,192,3,3,1,192,1,52707,4848,0
3232236403,3232236144,320,5,5,1,320,1,52707,3659,0
3232236289,3232236144,0,0,3,1,192,1,52707,1233,0
3232236405,3232236144,320,5,5,1,320,1,52707,9001,0
3232236405,3232236144,128,2,2,1,128,1,52707,648,0
3232236402,3232236144,192,3,3,1,192,1,52707,3052,0
3232236405,3232236144,128,2,2,1,128,1,52707,9040,0
3232236402,3232236144,256,4,4,1,256,1,52707,6839,0
3232236403,3232236144,192,3,3,1,192,1,52707,8651,0
3232236402,3232236144,256,4,4,1,256,1,52707,726,0
3232236402,3232236144,256,4,4,1,256,1,52707,4446,0
3232236405,3232236144,128,2,2,1,128,1,52707,3324,0
3232236402,3232236144,128,2,2,1,128,1,52707,1141,0
3232236402,3232236144,320,5,5,1,320,1,52707,5550,0
3232236403,3232236144,128,2,2,1,128,1,52707,1057,0
3232236138,3232236144,64,1,1,1,66,1,1956,4444,0
3232236402,3232236144,192,3,3,1,192,1,52707,1048,0
3232236402,3232236144,192,3,3,1,192,1,52707,7402,0
3232236405,3232236144,320,5,5,1,320,1,52707,4006,0
3232236289,3232236144,0,0,1,1,64,1,52707,1090,0
3232236402,3232236144,256,4,4,1,256,1,52707,2196,0
3232236403,3232236144,64,1,1,1,64,1,52707,3306,0
3232236402,3232236144,128,2,2,1,128,1,52707,416,0
3232236403,3232236144,256,4,4,1,256,1,52707,56737,0
2211115860,3232236144,0,0,15,0,990,1,2097,5555,0
3232236405,3232236144,256,4,4,1,256,1,52707,3971,0
3232236403,3232236144,192,3,3,1,192,1,52707,5998,0
3232236405,3232236144,256,4,4,1,256,1,52707,51493,0
3232236403,3232236144,64,1,1,1,64,1,52707,3000,0
3232236403,3232236144,192,3,3,1,192,1,52707,1113,0
3232236403,3232236144,64,1,1,1,66,1,1919,4444,0
3232236402,3232236144,320,5,5,1,320,1,52707,10009,0
3232236402,3232236144,128,2,2,1,128,1,52707,3551,0
3232236405,3232236144,256,4,4,1,256,1,52707,1152,0
3232236402,3232236144,128,2,2,1,128,1,52707,3371,0
3232236403,3232236144,64,1,1,1,64,1,52707,61900,0
3232236405,3232236144,128,2,2,1,128,1,52707,40193,0
3232236405,3232236144,192,3,3,1,192,1,52707,7103,0
3232236402,3232236144,192,3,3,1,192,1,52707,2190,0
3232236289,3232236144,0,0,3,1,192,1,52707,2288,0
3232236402,3232236144,128,2,2,1,128,1,52707,7938,0
3232236405,3232236144,320,5,5,1,320,1,52707,9594,0
3232236403,3232236144,192,3,3,1,192,1,52707,5906,0
3232236405,3232236144,192,3,3,1,192,1,52707,667,0
3232236405,3232236144,192,3,3,1,192,1,52707,1065,0
3232236402,3232236144,128,2,2,1,128,1,52707,15000,0
3232236405,3232236144,192,3,3,1,192,1,52707,1583,0
3232236402,3232236144,256,4,4,1,256,1,52707,8873,0
3232236402,3232236144,64,1,1,1,64,1,52707,13783,0
3232236402,3232236144,128,2,2,1,128,1,52707,17877,0
3232236403,3232236144,256,4,4,1,256,1,52707,1041,0
3232236403,3232236144,192,3,3,1,192,1,52707,3476,0
3232236403,3232236144,64,1,1,1,64,1,52707,8383,0
3232236402,3232236144,256,4,4,1,256,1,52707,5102,0
2211115860,3232236144,0,0,15,0,990,1,4000,5555,0
2211115860,3232236144,0,0,15,0,990,1,1784,5555,0
3232236403,3232236144,256,4,4,1,256,1,52707,19801,0
3232236402,3232236144,896,14,14,1,896,1,52707,2251,0
3232236402,3232236144,64,1,1,1,64,1,52707,1199,0
3232236405,3232236144,320,5,5,1,320,1,52707,6502,0
3232236402,3232236144,320,5,5,1,320,1,52707,8011,0
3232236402,3232236144,192,3,3,1,192,1,52707,1044,0
3232236405,3232236144,64,1,1,1,66,1,1942,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,1145,0
3232236402,3232236144,128,2,2,1,128,1,52707,3476,0
3232236403,3232236144,128,2,2,1,128,1,52707,1036,0
3232236403,3232236144,320,5,5,1,320,1,52707,1971,0
3232236403,3232236144,128,2,2,1,128,1,52707,54045,0
3232236403,3232236144,256,4,4,1,256,1,52707,19101,0
3232236405,3232236144,128,2,2,1,128,1,52707,3476,0
3232236405,3232236144,192,3,3,1,192,1,52707,1051,0
3232236405,3232236144,256,4,4,1,256,1,52707,1533,0
3232236138,3232236144,64,1,1,1,66,1,1956,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,1192,0
3232236403,3232236144,128,2,2,1,128,1,52707,9418,0
3232236405,3232236144,192,3,3,1,192,1,52707,3766,0
3232236405,3232236144,64,1,1,1,64,1,52707,50001,0
3232236402,3232236144,128,2,2,1,128,1,52707,20031,0
3232236402,3232236144,256,4,4,1,256,1,52707,8443,0
3232236403,3232236144,256,4,4,1,256,1,52707,19283,0
3232236402,3232236144,256,4,4,1,256,1,52707,7676,0
3232236402,3232236144,320,5,5,1,320,1,52707,9000,0
3232236405,3232236144,256,4,4,1,256,1,52707,30951,0
3232236402,3232236144,320,5,5,1,320,1,52707,30718,0
3232236403,3232236144,320,5,5,1,320,1,52707,301,0
3232236402,3232236144,192,3,3,1,192,1,52707,3005,0
3232236405,3232236144,192,3,3,1,192,1,52707,1122,0
3232236405,3232236144,256,4,4,1,256,1,52707,8085,0
3232236403,3232236144,192,3,3,1,192,1,52707,7999,0
3232236405,3232236144,64,1,1,1,64,1,52707,1198,0
3232236402,3232236144,192,3,3,1,192,1,52707,18988,0
3232236402,3232236144,192,3,3,1,192,1,52707,5003,0
3232236403,3232236144,256,4,4,1,256,1,52707,1072,0
3232235877,3232236144,64,1,1,1,66,1,1967,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,9290,0
3232236403,3232236144,256,4,4,1,256,1,52707,9878,0
3232236402,3232236144,128,2,2,1,128,1,52707,5902,0
3232236403,3232236144,320,5,5,1,320,1,52707,6788,0
3232236405,3232236144,256,4,4,1,256,1,52707,9917,0
3232236402,3232236144,64,1,1,1,64,1,52707,51103,0
3232236138,3232236144,64,1,1,1,66,1,1955,4444,0
3232236403,3232236144,320,5,5,1,320,1,52707,9001,0
3232236403,3232236144,256,4,4,1,256,1,52707,1059,0
3232235882,3232236144,0,0,3,1,198,1,1945,4444,0
3232236402,3232236144,256,4,4,1,256,1,52707,1037,0
3232236289,3232236144,0,0,2,1,128,1,52707,2809,0
3232236405,3232236144,64,1,1,1,66,1,1936,4444,0
3232236403,3232236144,192,3,3,1,192,1,52707,3546,0
3232236405,3232236144,64,1,1,1,64,1,52707,44501,0
3232236403,3232236144,320,5,5,1,320,1,52707,44443,0
3232236402,3232236144,192,3,3,1,192,1,52707,2800,0
3232236403,3232236144,128,2,2,1,128,1,52707,8093,0
3232236405,3232236144,128,2,2,1,128,1,52707,55056,0
3232236405,3232236144,256,4,4,1,256,1,52707,1199,0
3232236403,3232236144,128,2,2,1,128,1,52707,24800,0
3232236405,3232236144,256,4,4,1,256,1,52707,800,0
2211115860,3232236144,0,0,15,0,990,1,4039,5555,0
3232236405,3232236144,256,4,4,1,256,1,52707,50003,0
2211115860,3232236144,0,0,15,0,990,1,4724,5555,0
3232236402,3232236144,320,5,5,1,320,1,52707,5221,0
3232236405,3232236144,256,4,4,1,256,1,52707,2022,0
3232236402,3232236144,192,3,3,1,192,1,52707,2399,0
3232236405,3232236144,256,4,4,1,256,1,52707,1072,0
2211115860,3232236144,0,0,15,0,990,1,4072,5555,0
3232236405,3232236144,192,3,3,1,192,1,52707,5030,0
3232236289,3232236144,0,0,3,1,192,1,52707,7920,0
3232236405,3232236144,128,2,2,1,128,1,52707,1075,0
3232236403,3232236144,192,3,3,1,192,1,52707,7512,0
3232236405,3232236144,192,3,3,1,192,1,52707,9290,0
3232236402,3232236144,256,4,4,1,256,1,52707,903,0
3232236405,3232236144,256,4,4,1,256,1,52707,50636,0
3232236402,3232236144,192,3,3,1,192,1,52707,9102,0
3232236402,3232236144,256,4,4,1,256,1,52707,3372,0
